659,Shipping Specialists,Specialty Bike Shop,A,800000.00,80000.00,2022,2022,GB
660,Exhilarating Cycles,Warehouse,Q,1500000.00,150000.00,2020,2022,US
661,General Department Stores,Value Added Reseller,S,300000.00,30000.00,2020,2022,CA
662,Finer Sporting Goods,Specialty Bike Shop,A,800000.00,80000.00,2022,2022,FR
663,Capital Riding Supplies,Warehouse,Q,1500000.00,150000.00,2022,2022,DE
664,Eastside Cycle Shop,Value Added Reseller,S,800000.00,80000.00,2021,2022,AU
665,Authentic Sales and Service,Specialty Bike Shop,A,800000.00,80000.00,2021,2021,GB
666,Bike Boutique,Warehouse,Q,1500000.00,150000.00,2021,2022,US
667,Traditional Department Stores,Value Added Reseller,S,800000.00,80000.00,2021,2022,US
668,Official Parts Shop,Specialty Bike Shop,A,1000000.00,100000.00,2020,2022,US
669,Racing Bike Outlet,Warehouse,Q,3000000.00,300000.00,2021,2022,US
670,First Bike Store,Value Added Reseller,S,800000.00,80000.00,2019,2022,US
671,"Contoso, Ltd.",Specialty Bike Shop,A,1000000.00,100000.00,NULL,NULL,US
672,Utilitarian Sporting Goods,Warehouse,Q,3000000.00,300000.00,2022,2022,US
673,Countryside Company,Value Added Reseller,S,1000000.00,100000.00,2021,2022,US
674,Discount Tours,Specialty Bike Shop,A,1000000.00,100000.00,2020,2022,US
675,Bike Goods,Warehouse,Q,3000000.00,300000.00,2020,2022,US
676,Better Bike Shop,Value Added Reseller,S,800000.00,80000.00,2019,2022,US
677,Tire Exchange,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,CA
678,Vigorous Exercise Company,Warehouse,Q,3000000.00,300000.00,2020,2022,CA
679,Superb Sales and Repair,Value Added Reseller,S,800000.00,80000.00,2019,2022,CA
680,Racing Tours,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,FR
681,Showcase for Cycles,Warehouse,Q,3000000.00,300000.00,2022,2022,DE
682,Popular Bike Lines,Value Added Reseller,S,800000.00,80000.00,2022,2022,AU
683,Oils and Fluids Warehouse,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,GB
684,Lease-a-Bike Shop,Warehouse,Q,3000000.00,300000.00,2020,2022,US
685,Family Cycle Store,Value Added Reseller,S,800000.00,80000.00,2021,2022,CA
686,Finished Parts Shop,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,FR
687,Functional Store South,Warehouse,Q,3000000.00,300000.00,2022,2022,DE
688,Bike Part Wholesalers,Value Added Reseller,S,800000.00,80000.00,2022,2022,AU
689,Consumer Equipment,Specialty Bike Shop,A,1500000.00,150000.00,NULL,NULL,GB
690,Active Cycling,Warehouse,Q,3000000.00,300000.00,2021,2021,US
691,Mountain Bike Store,Value Added Reseller,S,800000.00,80000.00,2021,2022,US
692,Successful Sales Company,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,US
693,Stock Parts and Supplies,Warehouse,Q,3000000.00,300000.00,2022,2022,US
694,The Accessories Store,Value Added Reseller,S,800000.00,80000.00,2021,2022,US
695,Responsible Bike Dealers,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,US
696,Roadway Supplies,Warehouse,Q,3000000.00,300000.00,2020,2020,US
697,Brakes and Gears,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
698,Western Bike Supplies,Specialty Bike Shop,A,1500000.00,150000.00,2020,2021,US
699,Sensational Discount Store,Warehouse,Q,3000000.00,300000.00,2022,2022,US
700,Underglaze and Finish Company,Value Added Reseller,S,800000.00,80000.00,2022,2022,US
701,Future Bikes,Warehouse,Q,3000000.00,300000.00,2021,2022,CA
